NIVNOME,TERCODIGO,TERNOME,TERNOMEPADRAO,TERCAPITAL,TERAREA,NIVAMC
Municípios,3114402,Carmo do Rio Claro,CARMO DO RIO CLARO,true,1065.8,true
AMC 60-00,311450,Carmópolis de Minas,CARMOPOLIS DE MINAS,true,401.7,true
AMC 91-00,311450,Carmópolis de Minas,CARMOPOLIS DE MINAS,true,401.7,true
AMC 70-00,311450,Carmópolis de Minas,CARMOPOLIS DE MINAS,true,401.7,true
Municípios,3114501,Carmópolis de Minas,CARMOPOLIS DE MINAS,true,401.7,true
Municípios,3114550,Carneirinho,CARNEIRINHO,true,2063,true
AMC 60-00,311460,Carrancas,CARRANCAS,true,729.7,true
AMC 70-00,311460,Carrancas,CARRANCAS,true,729.7,true
AMC 91-00,311460,Carrancas,CARRANCAS,true,729.7,true
Municípios,3114600,Carrancas,CARRANCAS,true,729.7,true
AMC 60-00,311470,Carvalhópolis,CARVALHOPOLIS,true,80.9,true
AMC 91-00,311470,Carvalhópolis,CARVALHOPOLIS,true,80.9,true
AMC 70-00,311470,Carvalhópolis,CARVALHOPOLIS,true,80.9,true
Municípios,3114709,Carvalhópolis,CARVALHOPOLIS,true,80.9,true
AMC 60-00,311480,Carvalhos,CARVALHOS,true,283.3,true
AMC 70-00,311480,Carvalhos,CARVALHOS,true,283.3,true
AMC 91-00,311480,Carvalhos,CARVALHOS,true,283.3,true
Municípios,3114808,Carvalhos,CARVALHOS,true,283.3,true
AMC 91-00,311490,Casa Grande,CASA GRANDE,true,158.4,true
AMC 70-00,311490,Casa Grande,CASA GRANDE,true,158.4,true
Municípios,3114907,Casa Grande,CASA GRANDE,true,158.4,true
AMC 60-00,311500,Cascalho Rico,CASCALHO RICO,true,368.9,true
AMC 70-00,311500,Cascalho Rico,CASCALHO RICO,true,368.9,true
AMC 91-00,311500,Cascalho Rico,CASCALHO RICO,true,368.9,true
Municípios,3115003,Cascalho Rico,CASCALHO RICO,true,368.9,true
AMC 60-00,311510,Cássia,CASSIA,true,645.7,true
AMC 40-00,311510,Cássia,CASSIA,true,645.7,true
AMC 91-00,311510,Cássia,CASSIA,true,645.7,true
AMC 70-00,311510,Cássia,CASSIA,true,645.7,true
Municípios,3115102,Cássia,CASSIA,true,645.7,true
AMC 70-00,311520,Conceição da Barra de Minas,CONCEICAO DA BARRA DE MINAS,true,273.8,true
AMC 91-00,311520,Conceição da Barra de Minas,CONCEICAO DA BARRA DE MINAS,true,273.8,true
Municípios,3115201,Conceição da Barra de Minas,CONCEICAO DA BARRA DE MINAS,true,273.8,true
AMC 91-00,311530,Cataguases,CATAGUASES,true,483.6,true
AMC 70-00,311530,Cataguases,CATAGUASES,true,483.6,true
Municípios,3115300,Cataguases,CATAGUASES,true,483.6,true
Municípios,3115359,Catas Altas,CATAS ALTAS,true,241,true
AMC 70-00,311540,Catas Altas da Noruega,CATAS ALTAS DA NORUEGA,true,143.8,true
AMC 91-00,311540,Catas Altas da Noruega,CATAS ALTAS DA NORUEGA,true,143.8,true
Municípios,3115409,Catas Altas da Noruega,CATAS ALTAS DA NORUEGA,true,143.8,true
Municípios,3115458,Catuji,CATUJI,true,422.4,true
Municípios,3115474,Catuti,CATUTI,true,287,true
AMC 40-00,311550,Caxambu,CAXAMBU,true,100.5,true
AMC 60-00,311550,Caxambu,CAXAMBU,true,100.5,true
AMC 91-00,311550,Caxambu,CAXAMBU,true,100.5,true
AMC 70-00,311550,Caxambu,CAXAMBU,true,100.5,true
Municípios,3115508,Caxambu,CAXAMBU,true,100.5,true
AMC 70-00,311560,Cedro do Abaeté,CEDRO DO ABAETE,true,280.8,true
AMC 91-00,311560,Cedro do Abaeté,CEDRO DO ABAETE,true,280.8,true
Municípios,3115607,Cedro do Abaeté,CEDRO DO ABAETE,true,280.8,true
AMC 91-00,311570,Central de Minas,CENTRAL DE MINAS,true,204.1,true
AMC 70-00,311570,Central de Minas,CENTRAL DE MINAS,true,204.1,true
Municípios,3115706,Central de Minas,CENTRAL DE MINAS,true,204.1,true
AMC 60-00,311580,Centralina,CENTRALINA,true,323.1,true
AMC 70-00,311580,Centralina,CENTRALINA,true,323.1,true
AMC 91-00,311580,Centralina,CENTRALINA,true,323.1,true
Municípios,3115805,Centralina,CENTRALINA,true,323.1,true
AMC 91-00,311590,Chácara,CHACARA,true,159.2,true
AMC 70-00,311590,Chácara,CHACARA,true,159.2,true
Municípios,3115904,Chácara,CHACARA,true,159.2,true
AMC 70-00,311600,Chalé,CHALE,true,213.2,true
AMC 91-00,311600,Chalé,CHALE,true,213.2,true
Municípios,3116001,Chalé,CHALE,true,213.2,true
AMC 91-00,311610,Chapada do Norte,CHAPADA DO NORTE,true,831,true
AMC 70-00,311610,Chapada do Norte,CHAPADA DO NORTE,true,831,true
Municípios,3116100,Chapada do Norte,CHAPADA DO NORTE,true,831,true
Municípios,3116159,Chapada Gaúcha,CHAPADA GAUCHA,true,2477.2,true
AMC 60-00,311620,Chiador,CHIADOR,true,253,true
AMC 70-00,311620,Chiador,CHIADOR,true,253,true
AMC 91-00,311620,Chiador,CHIADOR,true,253,true
Municípios,3116209,Chiador,CHIADOR,true,253,true
AMC 60-00,311630,Cipotânea,CIPOTANEA,true,153.9,true
AMC 91-00,311630,Cipotânea,CIPOTANEA,true,153.9,true
AMC 70-00,311630,Cipotânea,CIPOTANEA,true,153.9,true
Municípios,3116308,Cipotânea,CIPOTANEA,true,153.9,true
AMC 60-00,311640,Claraval,CLARAVAL,true,211.3,true
AMC 70-00,311640,Claraval,CLARAVAL,true,211.3,true
AMC 91-00,311640,Claraval,CLARAVAL,true,211.3,true
Municípios,3116407,Claraval,CLARAVAL,true,211.3,true
AMC 91-00,311650,Claro dos Poções,CLARO DOS POCOES,true,708.3,true
AMC 70-00,311650,Claro dos Poções,CLARO DOS POCOES,true,708.3,true
Municípios,3116506,Claro dos Poções,CLARO DOS POCOES,true,708.3,true
AMC 60-00,311660,Cláudio,CLAUDIO,true,632.1,true
AMC 40-00,311660,Cláudio,CLAUDIO,true,632.1,true
AMC 20-00,311660,Cláudio,CLAUDIO,true,632.1,true
AMC 70-00,311660,Cláudio,CLAUDIO,true,632.1,true
AMC 91-00,311660,Cláudio,CLAUDIO,true,632.1,true
Municípios,3116605,Cláudio,CLAUDIO,true,632.1,true
AMC 60-00,311670,Coimbra,COIMBRA,true,107.1,true
AMC 91-00,311670,Coimbra,COIMBRA,true,107.1,true
AMC 70-00,311670,Coimbra,COIMBRA,true,107.1,true
Municípios,3116704,Coimbra,COIMBRA,true,107.1,true
AMC 60-00,311680,Coluna,COLUNA,true,348.8,true
AMC 70-00,311680,Coluna,COLUNA,true,348.8,true
AMC 91-00,311680,Coluna,COLUNA,true,348.8,true
Municípios,3116803,Coluna,COLUNA,true,348.8,true
AMC 60-00,311690,Comendador Gomes,COMENDADOR GOMES,true,1045.9,true
AMC 91-00,311690,Comendador Gomes,COMENDADOR GOMES,true,1045.9,true
AMC 70-00,311690,Comendador Gomes,COMENDADOR GOMES,true,1045.9,true
Municípios,3116902,Comendador Gomes,COMENDADOR GOMES,true,1045.9,true
AMC 60-00,311700,Comercinho,COMERCINHO,true,665.4,true
AMC 70-00,311700,Comercinho,COMERCINHO,true,665.4,true
AMC 91-00,311700,Comercinho,COMERCINHO,true,665.4,true
Municípios,3117009,Comercinho,COMERCINHO,true,665.4,true
AMC 60-00,311710,Conceição da Aparecida,CONCEICAO DA APARECIDA,true,350.5,true
AMC 91-00,311710,Conceição da Aparecida,CONCEICAO DA APARECIDA,true,350.5,true
AMC 70-00,311710,Conceição da Aparecida,CONCEICAO DA APARECIDA,true,350.5,true
Municípios,3117108,Conceição da Aparecida,CONCEICAO DA APARECIDA,true,350.5,true
AMC 70-00,311720,Conceição das Pedras,CONCEICAO DAS PEDRAS,true,101.8,true
AMC 91-00,311720,Conceição das Pedras,CONCEICAO DAS PEDRAS,true,101.8,true
Municípios,3117207,Conceição das Pedras,CONCEICAO DAS PEDRAS,true,101.8,true
AMC 60-00,311730,Conceição das Alagoas,CONCEICAO DAS ALAGOAS,true,1352.2,true
AMC 91-00,311730,Conceição das Alagoas,CONCEICAO DAS ALAGOAS,true,1352.2,true
AMC 70-00,311730,Conceição das Alagoas,CONCEICAO DAS ALAGOAS,true,1352.2,true
Municípios,3117306,Conceição das Alagoas,CONCEICAO DAS ALAGOAS,true,1352.2,true
AMC 60-00,311740,Conceição de Ipanema,CONCEICAO DE IPANEMA,true,255.3,true
AMC 70-00,311740,Conceição de Ipanema,CONCEICAO DE IPANEMA,true,255.3,true
AMC 91-00,311740,Conceição de Ipanema,CONCEICAO DE IPANEMA,true,255.3,true
Municípios,3117405,Conceição de Ipanema,CONCEICAO DE IPANEMA,true,255.3,true
AMC 91-00,311750,Conceição do Mato Dentro,CONCEICAO DO MATO DENTRO,true,1676.6,true
AMC 70-00,311750,Conceição do Mato Dentro,CONCEICAO DO MATO DENTRO,true,1676.6,true
Municípios,3117504,Conceição do Mato Dentro,CONCEICAO DO MATO DENTRO,true,1676.6,true
AMC 70-00,311760,Conceição do Pará,CONCEICAO DO PARA,true,250.2,true
AMC 91-00,311760,Conceição do Pará,CONCEICAO DO PARA,true,250.2,true
Municípios,3117603,Conceição do Pará,CONCEICAO DO PARA,true,250.2,true
AMC 60-00,311770,Conceição do Rio Verde,CONCEICAO DO RIO VERDE,true,371,true
AMC 20-00,311770,Conceição do Rio Verde,CONCEICAO DO RIO VERDE,true,371,true
AMC 40-00,311770,Conceição do Rio Verde,CONCEICAO DO RIO VERDE,true,371,true
AMC 91-00,311770,Conceição do Rio Verde,CONCEICAO DO RIO VERDE,true,371,true
AMC 70-00,311770,Conceição do Rio Verde,CONCEICAO DO RIO VERDE,true,371,true
Municípios,3117702,Conceição do Rio Verde,CONCEICAO DO RIO VERDE,true,371,true
AMC 60-00,311780,Conceição dos Ouros,CONCEICAO DOS OUROS,true,183.1,true
AMC 70-00,311780,Conceição dos Ouros,CONCEICAO DOS OUROS,true,183.1,true
AMC 91-00,311780,Conceição dos Ouros,CONCEICAO DOS OUROS,true,183.1,true
Municípios,3117801,Conceição dos Ouros,CONCEICAO DOS OUROS,true,183.1,true
Municípios,3117836,Cônego Marinho,CONEGO MARINHO,true,1623.5,true
Municípios,3117876,Confins,CONFINS,true,42.1,true
AMC 91-00,311790,Congonhal,CONGONHAL,true,206.3,true
AMC 70-00,311790,Congonhal,CONGONHAL,true,206.3,true
Municípios,3117900,Congonhal,CONGONHAL,true,206.3,true
AMC 60-00,311800,Congonhas,CONGONHAS,true,306.4,true
AMC 40-00,311800,Congonhas,CONGONHAS,true,306.4,true
AMC 70-00,311800,Congonhas,CONGONHAS,true,306.4,true
AMC 91-00,311800,Congonhas,CONGONHAS,true,306.4,true
Municípios,3118007,Congonhas,CONGONHAS,true,306.4,true
AMC 91-00,311810,Congonhas do Norte,CONGONHAS DO NORTE,true,484.5,true
AMC 70-00,311810,Congonhas do Norte,CONGONHAS DO NORTE,true,484.5,true
Municípios,3118106,Congonhas do Norte,CONGONHAS DO NORTE,true,484.5,true
AMC 40-00,311820,Conquista,CONQUISTA,true,618,true
AMC 20-00,311820,Conquista,CONQUISTA,true,618,true
AMC 60-00,311820,Conquista,CONQUISTA,true,618,true
AMC 70-00,311820,Conquista,CONQUISTA,true,618,true
AMC 91-00,311820,Conquista,CONQUISTA,true,618,true
Municípios,3118205,Conquista,CONQUISTA,true,618,true
AMC 91-00,311830,Conselheiro Lafaiete,CONSELHEIRO LAFAIETE,true,371.3,true
AMC 70-00,311830,Conselheiro Lafaiete,CONSELHEIRO LAFAIETE,true,371.3,true
Municípios,3118304,Conselheiro Lafaiete,CONSELHEIRO LAFAIETE,true,371.3,true
Municípios,3118403,Conselheiro Pena,CONSELHEIRO PENA,true,1412.7,true
AMC 70-00,311850,Consolação,CONSOLACAO,true,86.1,true
AMC 91-00,311850,Consolação,CONSOLACAO,true,86.1,true
Municípios,3118502,Consolação,CONSOLACAO,true,86.1,true
AMC 60-00,311860,Contagem,CONTAGEM,true,195.2,true
AMC 91-00,311860,Contagem,CONTAGEM,true,195.2,true
AMC 70-00,311860,Contagem,CONTAGEM,true,195.2,true
Municípios,3118601,Contagem,CONTAGEM,true,195.2,true
AMC 60-00,311870,Coqueiral,COQUEIRAL,true,297.4,true
AMC 70-00,311870,Coqueiral,COQUEIRAL,true,297.4,true
AMC 91-00,311870,Coqueiral,COQUEIRAL,true,297.4,true
Municípios,3118700,Coqueiral,COQUEIRAL,true,297.4,true
Municípios,3118809,Coração de Jesus,CORACAO DE JESUS,true,2243.8,true
AMC 60-00,311890,Cordisburgo,CORDISBURGO,true,825.7,true
AMC 91-00,311890,Cordisburgo,CORDISBURGO,true,825.7,true
AMC 70-00,311890,Cordisburgo,CORDISBURGO,true,825.7,true
Municípios,3118908,Cordisburgo,CORDISBURGO,true,825.7,true
AMC 70-00,311900,Cordislândia,CORDISLANDIA,true,179.7,true
AMC 91-00,311900,Cordislândia,CORDISLANDIA,true,179.7,true
Municípios,3119005,Cordislândia,CORDISLANDIA,true,179.7,true
AMC 91-00,311910,Corinto,CORINTO,true,2532.4,true
AMC 70-00,311910,Corinto,CORINTO,true,2532.4,true
Municípios,3119104,Corinto,CORINTO,true,2532.4,true
AMC 60-00,311920,Coroaci,COROACI,true,578.5,true
AMC 70-00,311920,Coroaci,COROACI,true,578.5,true
AMC 91-00,311920,Coroaci,COROACI,true,578.5,true
Municípios,3119203,Coroaci,COROACI,true,578.5,true
AMC 60-00,311930,Coromandel,COROMANDEL,true,3306.6,true
AMC 91-00,311930,Coromandel,COROMANDEL,true,3306.6,true
AMC 70-00,311930,Coromandel,COROMANDEL,true,3306.6,true
Municípios,3119302,Coromandel,COROMANDEL,true,3306.6,true
AMC 70-00,311940,Coronel Fabriciano,CORONEL FABRICIANO,true,221.7,true
AMC 91-00,311940,Coronel Fabriciano,CORONEL FABRICIANO,true,221.7,true
Municípios,3119401,Coronel Fabriciano,CORONEL FABRICIANO,true,221.7,true
AMC 60-00,311950,Coronel Murta,CORONEL MURTA,true,816.6,true
AMC 91-00,311950,Coronel Murta,CORONEL MURTA,true,816.6,true
AMC 70-00,311950,Coronel Murta,CORONEL MURTA,true,816.6,true
Municípios,3119500,Coronel Murta,CORONEL MURTA,true,816.6,true
AMC 70-00,311960,Coronel Pacheco,CORONEL PACHECO,true,122.3,true
AMC 91-00,311960,Coronel Pacheco,CORONEL PACHECO,true,122.3,true
Municípios,3119609,Coronel Pacheco,CORONEL PACHECO,true,122.3,true
AMC 91-00,311970,Coronel Xavier Chaves,CORONEL XAVIER CHAVES,true,141.5,true
AMC 70-00,311970,Coronel Xavier Chaves,CORONEL XAVIER CHAVES,true,141.5,true
Municípios,3119708,Coronel Xavier Chaves,CORONEL XAVIER CHAVES,true,141.5,true
AMC 60-00,311980,Córrego Danta,CORREGO DANTA,true,646.8,true
AMC 70-00,311980,Córrego Danta,CORREGO DANTA,true,646.8,true
AMC 91-00,311980,Córrego Danta,CORREGO DANTA,true,646.8,true
Municípios,3119807,Córrego Danta,CORREGO DANTA,true,646.8,true
AMC 60-00,311990,Córrego do Bom Jesus,CORREGO DO BOM JESUS,true,123.6,true
AMC 91-00,311990,Córrego do Bom Jesus,CORREGO DO BOM JESUS,true,123.6,true
AMC 70-00,311990,Córrego do Bom Jesus,CORREGO DO BOM JESUS,true,123.6,true
Municípios,3119906,Córrego do Bom Jesus,CORREGO DO BOM JESUS,true,123.6,true
Municípios,3119955,Córrego Fundo,CORREGO FUNDO,true,105.7,true
Municípios,3120003,Córrego Novo,CORREGO NOVO,true,198.6,true
AMC 70-00,312010,Couto de Magalhães de Minas,COUTO DE MAGALHAES DE MINAS,true,484.9,true
AMC 91-00,312010,Couto de Magalhães de Minas,COUTO DE MAGALHAES DE MINAS,true,484.9,true
Municípios,3120102,Couto de Magalhães de Minas,COUTO DE MAGALHAES DE MINAS,true,484.9,true
Municípios,3120151,Crisólita,CRISOLITA,true,973,true
AMC 60-00,312020,Cristais,CRISTAIS,true,629.5,true
AMC 91-00,312020,Cristais,CRISTAIS,true,629.5,true
AMC 70-00,312020,Cristais,CRISTAIS,true,629.5,true
Municípios,3120201,Cristais,CRISTAIS,true,629.5,true
AMC 70-00,312030,Cristália,CRISTALIA,true,843.5,true
AMC 91-00,312030,Cristália,CRISTALIA,true,843.5,true
Municípios,3120300,Cristália,CRISTALIA,true,843.5,true
AMC 91-00,312040,Cristiano Otoni,CRISTIANO OTONI,true,133.2,true
AMC 70-00,312040,Cristiano Otoni,CRISTIANO OTONI,true,133.2,true
Municípios,3120409,Cristiano Otoni,CRISTIANO OTONI,true,133.2,true
AMC 70-00,312050,Cristina,CRISTINA,true,312.7,true
AMC 91-00,312050,Cristina,CRISTINA,true,312.7,true
Municípios,3120508,Cristina,CRISTINA,true,312.7,true
AMC 60-00,312060,Crucilândia,CRUCILANDIA,true,167,true
AMC 91-00,312060,Crucilândia,CRUCILANDIA,true,167,true
AMC 70-00,312060,Crucilândia,CRUCILANDIA,true,167,true
Municípios,3120607,Crucilândia,CRUCILANDIA,true,167,true
AMC 70-00,312070,Cruzeiro da Fortaleza,CRUZEIRO DA FORTALEZA,true,186,true
AMC 91-00,312070,Cruzeiro da Fortaleza,CRUZEIRO DA FORTALEZA,true,186,true
Municípios,3120706,Cruzeiro da Fortaleza,CRUZEIRO DA FORTALEZA,true,186,true
AMC 60-00,312080,Cruzília,CRUZILIA,true,524.9,true
AMC 91-00,312080,Cruzília,CRUZILIA,true,524.9,true
AMC 70-00,312080,Cruzília,CRUZILIA,true,524.9,true
Municípios,3120805,Cruzília,CRUZILIA,true,524.9,true
Municípios,3120839,Cuparaque,CUPARAQUE,true,228.4,true
Municípios,3120870,Curral de Dentro,CURRAL DE DENTRO,true,572.5,true
AMC 70-00,312090,Curvelo,CURVELO,true,3306.1,true
AMC 91-00,312090,Curvelo,CURVELO,true,3306.1,true
Municípios,3120904,Curvelo,CURVELO,true,3306.1,true
AMC 91-00,312100,Datas,DATAS,true,287.3,true
AMC 70-00,312100,Datas,DATAS,true,287.3,true
Municípios,3121001,Datas,DATAS,true,287.3,true
AMC 70-00,312110,Delfim Moreira,DELFIM MOREIRA,true,409.2,true
AMC 91-00,312110,Delfim Moreira,DELFIM MOREIRA,true,409.2,true
Municípios,3121100,Delfim Moreira,DELFIM MOREIRA,true,409.2,true
AMC 60-00,312120,Delfinópolis,DELFINOPOLIS,true,1382.5,true
AMC 91-00,312120,Delfinópolis,DELFINOPOLIS,true,1382.5,true
AMC 70-00,312120,Delfinópolis,DELFINOPOLIS,true,1382.5,true
Municípios,3121209,Delfinópolis,DELFINOPOLIS,true,1382.5,true
Municípios,3121258,Delta,DELTA,true,104.7,true
AMC 60-00,312130,Descoberto,DESCOBERTO,true,213.7,true
AMC 70-00,312130,Descoberto,DESCOBERTO,true,213.7,true
AMC 91-00,312130,Descoberto,DESCOBERTO,true,213.7,true
Municípios,3121308,Descoberto,DESCOBERTO,true,213.7,true
AMC 60-00,312140,Desterro de Entre Rios,DESTERRO DE ENTRE RIOS,true,371.2,true
AMC 91-00,312140,Desterro de Entre Rios,DESTERRO DE ENTRE RIOS,true,371.2,true
AMC 70-00,312140,Desterro de Entre Rios,DESTERRO DE ENTRE RIOS,true,371.2,true
Municípios,3121407,Desterro de Entre Rios,DESTERRO DE ENTRE RIOS,true,371.2,true
AMC 70-00,312150,Desterro do Melo,DESTERRO DO MELO,true,142.8,true
AMC 91-00,312150,Desterro do Melo,DESTERRO DO MELO,true,142.8,true
Municípios,3121506,Desterro do Melo,DESTERRO DO MELO,true,142.8,true
AMC 91-00,312160,Diamantina,DIAMANTINA,true,3993.3,true
AMC 70-00,312160,Diamantina,DIAMANTINA,true,3993.3,true
Municípios,3121605,Diamantina,DIAMANTINA,true,3993.3,true
AMC 70-00,312170,Diogo de Vasconcelos,DIOGO DE VASCONCELOS,true,165.5,true
AMC 91-00,312170,Diogo de Vasconcelos,DIOGO DE VASCONCELOS,true,165.5,true
Municípios,3121704,Diogo de Vasconcelos,DIOGO DE VASCONCELOS,true,165.5,true
AMC 60-00,312180,Dionísio,DIONISIO,true,344.4,true
AMC 91-00,312180,Dionísio,DIONISIO,true,344.4,true
AMC 70-00,312180,Dionísio,DIONISIO,true,344.4,true
Municípios,3121803,Dionísio,DIONISIO,true,344.4,true
AMC 70-00,312190,Divinésia,DIVINESIA,true,118.7,true
AMC 91-00,312190,Divinésia,DIVINESIA,true,118.7,true
Municípios,3121902,Divinésia,DIVINESIA,true,118.7,true
Municípios,3122009,Divino,DIVINO,true,339.7,true
AMC 91-00,312210,Divino das Laranjeiras,DIVINO DAS LARANJEIRAS,true,343.7,true
AMC 70-00,312210,Divino das Laranjeiras,DIVINO DAS LARANJEIRAS,true,343.7,true
Municípios,3122108,Divino das Laranjeiras,DIVINO DAS LARANJEIRAS,true,343.7,true
AMC 70-00,312220,Divinolândia de Minas,DIVINOLANDIA DE MINAS,true,159.9,true
AMC 91-00,312220,Divinolândia de Minas,DIVINOLANDIA DE MINAS,true,159.9,true
Municípios,3122207,Divinolândia de Minas,DIVINOLANDIA DE MINAS,true,159.9,true
AMC 60-00,312230,Divinópolis,DIVINOPOLIS,true,711,true
AMC 20-00,312230,Divinópolis,DIVINOPOLIS,true,711,true
AMC 40-00,312230,Divinópolis,DIVINOPOLIS,true,711,true
AMC 91-00,312230,Divinópolis,DIVINOPOLIS,true,711,true
AMC 70-00,312230,Divinópolis,DIVINOPOLIS,true,711,true
Municípios,3122306,Divinópolis,DIVINOPOLIS,true,711,true
Municípios,3122355,Divisa Alegre,DIVISA ALEGRE,true,119,true
AMC 40-00,312240,Divisa Nova,DIVISA NOVA,true,217.2,true
AMC 60-00,312240,Divisa Nova,DIVISA NOVA,true,217.2,true
AMC 70-00,312240,Divisa Nova,DIVISA NOVA,true,217.2,true
AMC 91-00,312240,Divisa Nova,DIVISA NOVA,true,217.2,true
Municípios,3122405,Divisa Nova,DIVISA NOVA,true,217.2,true
Municípios,3122454,Divisópolis,DIVISOPOLIS,true,568,true
Municípios,3122470,Dom Bosco,DOM BOSCO,true,824.5,true
AMC 91-00,312250,Dom Cavati,DOM CAVATI,true,69.3,true
AMC 70-00,312250,Dom Cavati,DOM CAVATI,true,69.3,true
Municípios,3122504,Dom Cavati,DOM CAVATI,true,69.3,true
AMC 70-00,312260,Dom Joaquim,DOM JOAQUIM,true,407.9,true
AMC 91-00,312260,Dom Joaquim,DOM JOAQUIM,true,407.9,true
Municípios,3122603,Dom Joaquim,DOM JOAQUIM,true,407.9,true
Municípios,3122702,Dom Silvério,DOM SILVERIO,true,195.6,true
AMC 60-00,312280,Dom Viçoso,DOM VICOSO,true,113.4,true
AMC 91-00,312280,Dom Viçoso,DOM VICOSO,true,113.4,true
AMC 70-00,312280,Dom Viçoso,DOM VICOSO,true,113.4,true
Municípios,3122801,Dom Viçoso,DOM VICOSO,true,113.4,true
AMC 70-00,312290,Dona Eusébia,DONA EUSEBIA,true,54.6,true
AMC 91-00,312290,Dona Eusébia,DONA EUSEBIA,true,54.6,true
Municípios,3122900,Dona Eusébia,DONA EUSEBIA,true,54.6,true
AMC 60-00,312300,Dores de Campos,DORES DE CAMPOS,true,127.7,true
AMC 91-00,312300,Dores de Campos,DORES DE CAMPOS,true,127.7,true
AMC 70-00,312300,Dores de Campos,DORES DE CAMPOS,true,127.7,true
Municípios,3123007,Dores de Campos,DORES DE CAMPOS,true,127.7,true
AMC 70-00,312310,Dores de Guanhães,DORES DE GUANHAES,true,383,true
AMC 91-00,312310,Dores de Guanhães,DORES DE GUANHAES,true,383,true
Municípios,3123106,Dores de Guanhães,DORES DE GUANHAES,true,383,true
AMC 91-00,312320,Dores do Indaiá,DORES DO INDAIA,true,1113.9,true
AMC 70-00,312320,Dores do Indaiá,DORES DO INDAIA,true,1113.9,true
Municípios,3123205,Dores do Indaiá,DORES DO INDAIA,true,1113.9,true
AMC 60-00,312330,Dores do Turvo,DORES DO TURVO,true,231.9,true
AMC 70-00,312330,Dores do Turvo,DORES DO TURVO,true,231.9,true
AMC 91-00,312330,Dores do Turvo,DORES DO TURVO,true,231.9,true
Municípios,3123304,Dores do Turvo,DORES DO TURVO,true,231.9,true
AMC 91-00,312340,Doresópolis,DORESOPOLIS,true,153.5,true
AMC 70-00,312340,Doresópolis,DORESOPOLIS,true,153.5,true
Municípios,3123403,Doresópolis,DORESOPOLIS,true,153.5,true
AMC 70-00,312350,Douradoquara,DOURADOQUARA,true,314.3,true
AMC 91-00,312350,Douradoquara,DOURADOQUARA,true,314.3,true
Municípios,3123502,Douradoquara,DOURADOQUARA,true,314.3,true
Municípios,3123528,Durandé,DURANDE,true,218.5,true
AMC 60-00,312360,Elói Mendes,ELOI MENDES,true,499.5,true
AMC 40-00,312360,Elói Mendes,ELOI MENDES,true,499.5,true
AMC 20-00,312360,Elói Mendes,ELOI MENDES,true,499.5,true
AMC 91-00,312360,Elói Mendes,ELOI MENDES,true,499.5,true
AMC 70-00,312360,Elói Mendes,ELOI MENDES,true,499.5,true
Municípios,3123601,Elói Mendes,ELOI MENDES,true,499.5,true
AMC 70-00,312370,Engenheiro Caldas,ENGENHEIRO CALDAS,true,188.6,true
AMC 91-00,312370,Engenheiro Caldas,ENGENHEIRO CALDAS,true,188.6,true
Municípios,3123700,Engenheiro Caldas,ENGENHEIRO CALDAS,true,188.6,true
AMC 91-00,312380,Engenheiro Navarro,ENGENHEIRO NAVARRO,true,634.1,true
AMC 70-00,312380,Engenheiro Navarro,ENGENHEIRO NAVARRO,true,634.1,true
Municípios,3123809,Engenheiro Navarro,ENGENHEIRO NAVARRO,true,634.1,true
Municípios,3123858,Entre Folhas,ENTRE FOLHAS,true,86.1,true
AMC 60-00,312390,Entre Rios de Minas,ENTRE RIOS DE MINAS,true,464.1,true
AMC 70-00,312390,Entre Rios de Minas,ENTRE RIOS DE MINAS,true,464.1,true
AMC 91-00,312390,Entre Rios de Minas,ENTRE RIOS DE MINAS,true,464.1,true
Municípios,3123908,Entre Rios de Minas,ENTRE RIOS DE MINAS,true,464.1,true
AMC 91-00,312400,Ervália,ERVALIA,true,358.1,true
AMC 70-00,312400,Ervália,ERVALIA,true,358.1,true
Municípios,3124005,Ervália,ERVALIA,true,358.1,true
AMC 60-00,312410,Esmeraldas,ESMERALDAS,true,912.3,true
AMC 70-00,312410,Esmeraldas,ESMERALDAS,true,912.3,true
AMC 91-00,312410,Esmeraldas,ESMERALDAS,true,912.3,true
Municípios,3124104,Esmeraldas,ESMERALDAS,true,912.3,true
AMC 91-00,312420,Espera Feliz,ESPERA FELIZ,true,326.4,true
AMC 70-00,312420,Espera Feliz,ESPERA FELIZ,true,326.4,true
Municípios,3124203,Espera Feliz,ESPERA FELIZ,true,326.4,true
Municípios,3124302,Espinosa,ESPINOSA,true,1867.4,true
AMC 70-00,312440,Espírito Santo do Dourado,ESPIRITO SANTO DO DOURADO,true,264.5,true
AMC 91-00,312440,Espírito Santo do Dourado,ESPIRITO SANTO DO DOURADO,true,264.5,true
Municípios,3124401,Espírito Santo do Dourado,ESPIRITO SANTO DO DOURADO,true,264.5,true
AMC 60-00,312450,Estiva,ESTIVA,true,245.9,true
AMC 91-00,312450,Estiva,ESTIVA,true,245.9,true
AMC 70-00,312450,Estiva,ESTIVA,true,245.9,true
Municípios,3124500,Estiva,ESTIVA,true,245.9,true
AMC 60-00,312460,Estrela Dalva,ESTRELA DALVA,true,132.2,true
AMC 70-00,312460,Estrela Dalva,ESTRELA DALVA,true,132.2,true
AMC 91-00,312460,Estrela Dalva,ESTRELA DALVA,true,132.2,true
Municípios,3124609,Estrela Dalva,ESTRELA DALVA,true,132.2,true
